Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL
Буфет,кафе,Доставка готовых блюд; Столовые,"улица Кирова, 62",,352905,Романтика м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 07:30-21:00; Вт: 07:30-21:00; Ср: 07:30-21:00; Чт: 07:30-21:00; Пт: 07:30-21:00; Сб: 07:30-21:00; Вс: 07:30-21:00,+03:00,4.6,19,89182770000,,,,,,,,,,,,,,,,44.995021,41.126226,https://2gis.com/firm/70000001054476356
Artefact,кафе-бар,Кафе; Бары; Доставка готовых блюд,"Энгельса, 96",,352905,Романтика м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.1,5,89189774040,,,,,,,,https://wa.me/79189774040,,,,,,,,44.995127,41.124064,https://2gis.com/firm/70000001066727197
Кафейный дом,кафе,Кафе,"Шоссейная, 32",,352942,,,,Армавир городской округ,Краснодарский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,,,,,,,,,https://wa.me/79693014444,,,,,,,,44.922452,41.134302,https://2gis.com/firm/70000001024833622
Исфара,кафе,Быстрое питание,"улица Кирова, 65",,352905,Романтика м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 08:00-03:00; Вт: 08:00-03:00; Ср: 08:00-03:00; Чт: 08:00-03:00; Пт: 08:00-03:00; Сб: 08:00-03:00; Вс: 08:00-03:00,+03:00,4.6,20,89181515162,89186746900,,,,,,,,,,,,,,,44.994241,41.12678,https://2gis.com/firm/70000001033909225
Жардин,кафе,Кафе; Доставка готовых блюд,"Кропоткина, 357",,352915,Русская церковь м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.5,8,89184389493,89180205858,,,,,,,,,,,,,,,44.978733,41.130989,https://2gis.com/firm/70000001019517572
Funny Panda,,Кафе,"улица Воровского, 68а",,352910,СТ Расцвет,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.3,3,,,,,,,,,,,,,,,,,44.982992,41.094872,https://2gis.com/firm/70000001067276175
Family RestoBar,,Кафе; Доставка готовых блюд,"улица Кирова, 188",,352905,Дом Офицеров м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,,,89180441550,,,,,,,,https://wa.me/79180441550,,,,,,,,44.981613,41.113699,https://2gis.com/firm/70000001063589892
Столовая №2,кафе,Кафе,"Кавказ 161 км, 1",,352910,,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,3.9,31,88613754555,,,,,http://kavkaz-armavir.ru,,,,,,,,,,,44.963259,41.064955,https://2gis.com/firm/70000001006559965
Фьюжн экспресс,кафе паназиатской кухни,Кафе,"Ленина, 80/1",,352900,Ж/д вокзал №1 м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.7,6,89181110424,,,,,http://fusion-ex.su,,https://vk.com/fusion_express_armavir,,,,,,,,,44.998682,41.127418,https://2gis.com/firm/70000001068078274
Шашлычный дом,служба доставки,Доставка готовых блюд; Кафе,"Кропоткина, 246/1",,352905,Дом Офицеров м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.4,10,89898181666,89180101515,,,,,,,,,,,,,,,44.986338,41.115629,https://2gis.com/firm/70000001006910112
Озеро удачи,Кафе,Кафе,"Южная, 45/3",,352942,,,,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+03:00,3.5,2,89186943444 (единый номер),89284060870 (единый номер),,,,http://armavirozero.ru,,,,,,,,,,,44.928159,41.144258,https://2gis.com/firm/70000001046142104
Crystal room,кафе,Кафе,"улица Советской Армии, 210",2 этаж,352905,Дом Офицеров м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,3.3,7,89181665252,89933168296,,,,,,,https://wa.me/79933168296,,,,,,,,44.981301,41.112813,https://2gis.com/firm/70000001052596159
Ashiko,кафе,Кафе,"Мичурина, 2",1 этаж,352932,Автовокзал м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.4,16,89183242023,,,,,,,,,,,,,,,,44.985519,41.095211,https://2gis.com/firm/70000001006558705
У Доника,кафе,Кафе; Доставка готовых блюд,"Ленина, 35/1",,352942,,,,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.3,6,89892222005,,,,,,,,https://wa.me/79892222005,,,,,,,,44.933101,41.13751,https://2gis.com/firm/70000001045077200
Хинкальная в Армавире,кафе,Кафе; Доставка готовых блюд,"Шаумяна, 6/9",,352931,Электротехнический м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 14:00-22:00; Вс: 14:00-22:00 (служба доставки: пн-пт 10:00-22:00; сб-вс 14:00-22:00),+03:00,4.7,6,89184971999,,,,,,,,https://wa.me/79184971999,,,,,,,,45.005293,41.106831,https://2gis.com/firm/70000001006994083
Pro жарка,кафе,Кафе,"улица Луначарского, 317/5а",,352903,Мясокомбинат м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,5.0,1,,,,,,,,,,,,,,,,,44.972535,41.155088,https://2gis.com/firm/70000001080141329
Ковчег,шашлычный двор,Кафе; Доставка готовых блюд,"Кооперативная улица, 13",1 этаж,352240,,,Новокубанск,Новокубанский район,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.3,3,89883876327,,,,,,,,https://wa.me/79883876327,,,,,,,,45.106621,41.054388,https://2gis.com/firm/70000001006967840
Mary land,развлекательный комплекс,Детские игровые залы / Игротеки; Кафе; Доставка готовых блюд,"Урицкого, 108",,352905,Комсомолец м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,3.7,12,89189700094,,,,,,,,,,,,,,,,44.987401,41.131046,https://2gis.com/firm/70000001040948187
Три танкиста,кафе,Кафе,"Красноармейская улица, 5",,352919,Линии м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,,,88613732519,,,,,,,,,,,,,,,,44.991336,41.147611,https://2gis.com/firm/14918703047262615
Ташир фуд,семейная шашлычная,Пиццерии; Кафе,"Кропоткина, 179",,352900,Комсомолец м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+03:00,3.5,4,89181100907,,,,,,,,,,,,,,,,44.987968,41.113365,https://2gis.com/firm/70000001069145577
Веранда,кафе,Кафе,"улица Розы Люксембург, 144/1",,352900,Центр м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,5.0,4,88613728131,,,,,,,,,,,,,,,,45.000276,41.133339,https://2gis.com/firm/70000001062527798
Берекет,халяль кафе,Кафе; Доставка готовых блюд,"Кропоткина, 194",,352900,Бар м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,,,89933234445,,,,,,,,https://wa.me/79933234445,,,,,,,,44.989461,41.109781,https://2gis.com/firm/70000001080454731
У Сома,кафе,Кафе,"улица Кирова, 43а",,352900,Центр м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,,,,,,,,,,,,,,,,,,,44.999713,41.131749,https://2gis.com/firm/70000001068277762
Дель-мар,кафе,Кафе,"Воровского, 60Б",,352923,Черёмушки м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,,,89181917391 (единый номер),,,,,,,,,,,,,,,,44.983247,41.08634,https://2gis.com/firm/70000001046258130
Mr.Grill,,Кафе; Доставка готовых блюд,"улица Мира, 74а",,352919,Линии м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,5.0,3,89952650001,,,,,,,,https://wa.me/79952650001,,,,,,,,44.978409,41.160234,https://2gis.com/firm/70000001060134341
Шаурмен,кафе,Быстрое питание,"улица Комсомольская, 99а",,352900,Оптика м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,4.0,15,,,,,,,,,,,,,,,,,45.003309,41.123508,https://2gis.com/firm/70000001059771695
Исфара,кафе,Быстрое питание; Доставка готовых блюд,"Азовская, 4/1",1 этаж,352930,Черёмушки м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.3,3,89181515162,89181515107,,,,,,,,,,,,,,,44.992752,41.062901,https://2gis.com/firm/70000001034011070
Шайка-лейка,кафе,Доставка готовых блюд; Быстрое питание,"улица Мира, 24в",,352900,Ж/д вокзал №1 м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,3.1,12,89180178080,,,,,http://shaikaleica.ru,,https://vk.com/shaikaleica,,,,,,,,,44.99775,41.127339,https://2gis.com/firm/70000001045447572
Mangal house,кафе,Кафе; Доставка готовых блюд,"Дачная, 235",,352240,СТ Кубань,,Новокубанск,Новокубанский район,Краснодарский край,Россия,Пн: 10:30-24:00; Вт: 10:30-24:00; Ср: 10:30-24:00; Чт: 10:30-24:00; Пт: 10:30-24:00; Сб: 10:30-24:00; Вс: 10:30-24:00,+03:00,3.6,8,89649072222,,,,,,,,https://wa.me/79649072222,,,,,,,,45.083776,41.066495,https://2gis.com/firm/70000001041303503
California,кафе и служба доставки,Кафе,"Воровского, 69",3 этаж,352932,Автовокзал м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,2.0,10,88613773092,89002310099 (единый номер: пн-пт 9:00-23:00; сб-вс 10:00-00:00),,,,http://california-cafe.ru,,https://vk.com/california_cafe,https://wa.me/79002310099,,,,,,,,44.983379,41.097306,https://2gis.com/firm/70000001017890008
Арарат,кафе,Кафе; Доставка готовых блюд,"Первомайская, 20",,352240,,,Новокубанск,Новокубанский район,Краснодарский край,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,3.6,5,89888880090,,,,,,,,,,,,,,,,45.117487,41.022431,https://2gis.com/firm/70000001062091117
МакДав,семейное кафе,Быстрое питание; Доставка готовых блюд; Кафе; Пиццерии; Организация и проведение праздников,"Луначарского, 146а",,352900,ЗВТ м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,5,89010132022,,,,,http://makdav.tilda.ws,,https://vk.com/makdavarm,https://wa.me/79010132022,,,,,https://t.me/+79010132022,,,44.993282,41.11433,https://2gis.com/firm/70000001067686865
Арарат,кафе,Кафе,"улица Маркова, 50",,352913,Черёмушки м-н,,Армавир,Армавир городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,8,89180005828,89256377210,,,,,,https://vk.com/ararat.armavir,,,,,,,,,44.996841,41.072401,https://2gis.com/firm/70000001074563011
