Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL
Baggins Coffee,кофейня,Кофейни; Кондитерские изделия; Продажа кофе,"1-я Красноармейская улица, 15",1 этаж,190005,Измайловское,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.7,21,88006007015 (единая справочная: пн-вс 10:00-19:00),,,info@bagginscoffee.ru,maps@bagginscoffee.ru,http://bagginscoffee.com,,,,https://vk.com/bagginscoffee,,,,,,https://t.me/bagginscoffee_bot,https://t.me/BagginsCoffee,https://youtube.com/channel/UCBVX0L_WSz9Wr3mF8xcCXyw,59.916395,30.309233,https://2gis.com/firm/70000001028983815
Coffee room,лофт-кофейня,Кофейни,"Левашовский проспект, 7-9",фотостудия Focus,197136,Чкаловское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,2.5,6,89219077837,89219254594,,,,http://www.focusplace.ru/zaly/zona-coffee-room,,,,,https://wa.me/79219077837,https://wa.me/79219254594,,,,https://t.me/+79219254594,,,59.966617,30.293436,https://2gis.com/firm/70000001059760410
Хлебная усадьба,пекарня,Пекарни; Кафе,"Красносельское шоссе, 28в",,188507,,,,Ломоносовский муниципальный район,Ленинградская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,,,89516867319,,,,,http://hlebnaya-usadba.ru,http://hlebnaya-usadba.ru/shops/,,,https://vk.com/hlebnaya_usadba_group,https://wa.me/79516867319,,,viber://chat/?number=79516867319,,,,,59.804398,30.078288,https://2gis.com/firm/70000001080165208
Лавка пекаря,булочная,Кондитерские изделия; Пекарни; Кафе-кондитерские; Доставка готовых блюд,"улица Садовая, 105",цокольный этаж,190008,Коломна,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,3.3,23,89217682591 (отдел кадров),88004445934,,,,http://lavkapekarya.ru,,,,https://vk.com/lavka_pekarya,https://wa.me/79214444595,https://wa.me/79213963606,,,,,,,59.918883,30.288476,https://2gis.com/firm/70000001039531302
Русские традиции,столовая-бистро,Столовые; Доставка готовых блюд; Кафе,"улица Латышских Стрелков, 31 лит А",2 этаж,195213,Правобережный,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+03:00,4.0,5,89626844064,88123177720,,,,http://obed-online.ru,,,,https://vk.com/club212284048,,,,,,,,,59.932793,30.447023,https://2gis.com/firm/5348552841378900
Цех85,пекарня-кондитерская,Кондитерские изделия; Пекарни; Кафе-кондитерские; Доставка готовых блюд; Кофейни,"проспект Просвещения, 33 к1",1 этаж,194295,Сергиевское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,2.9,17,88005008985 (единый номер: пн-вс 8:00-22:00),,,info@tseh85.ru,,http://tseh85.ru,,,,https://vk.com/tseh85,,,,,,https://t.me/tseh85bakery,,,60.050061,30.346116,https://2gis.com/firm/70000001049051715
Кебаб,кафе,Быстрое питание; Кафе; Доставка готовых блюд,"Бокситогорская, 27 ст1",,195248,Пороховые,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.7,3,88129977745 (единый номер: круглосуточно),,,vkuskebabmenu@yandex.ru,,http://cafekebab.ru,,,,https://vk.com/vkuskebab,,,,,,,,,59.955783,30.447662,https://2gis.com/firm/70000001069120026
Графъ,кафе-пекарня,Кофейни; Кондитерские изделия,"Заневский проспект, 42 ст1",1 этаж,195112,Малая Охта,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-21:00; Вт: 08:30-21:00; Ср: 08:30-21:00; Чт: 08:30-21:00; Пт: 08:30-21:00; Сб: 09:30-21:00; Вс: 09:30-20:00,+03:00,4.2,11,89111263632,,,,,,,,,,https://wa.me/79111263632,,,,,,,,59.93469,30.433923,https://2gis.com/firm/70000001041442502
Baggins Coffee,кофейня,Кофейни; Кондитерские изделия; Продажа кофе,"Цветочная, 16 ст1",1 этаж,196006,Московская застава,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00,+03:00,4.7,21,88006007015 (единая справочная: пн-вс 10:00-19:00),,,info@bagginscoffee.ru,maps@bagginscoffee.ru,http://bagginscoffee.com,,,,https://vk.com/bagginscoffee,https://wa.me/79043394713,,,,,https://t.me/bagginscoffee_bot,https://t.me/BagginsCoffee,https://youtube.com/channel/UCBVX0L_WSz9Wr3mF8xcCXyw,59.886914,30.329959,https://2gis.com/firm/70000001035052066
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Мороженое,"Комендантский проспект, 62",1 этаж,197373,Коломяги,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,2.9,13,88124588185,,,,,http://sever-metropol.ru,,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,60.03696,30.223908,https://2gis.com/firm/70000001045503262
IGOGOшечки,кафе,Кафе,"Лахтинский проспект, 100",,197229,Лахта-Ольгино,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+03:00,,,88129212621,,,,,,,,,,,,,,,,,,59.990774,30.14072,https://2gis.com/firm/70000001048397505
Автополе,кафе,Кафе,"проспект Строителей, 31",2 этаж,188693,,,Кудрово,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,5.0,3,89213405966,,,,,,,,,,https://wa.me/79213405966,,,,,,,,59.898406,30.523069,https://2gis.com/firm/70000001034263783
Мишка bakery,пекарня,Кофейни,"Фёдора Котанова, 5 к1 ст1",,196158,Звездное,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,4.5,21,89626836881 (единый номер),,,,,,,,,https://vk.com/mishka_bakery,,,,,,,,,59.826282,30.342659,https://2gis.com/firm/70000001075327796
"Eday smart-bistro, кофе-корнер",,Кофейни,"Ушаковская набережная, 3 к1",1 этаж,197342,Ланское,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-17:00; Вт: 08:30-17:00; Ср: 08:30-17:00; Чт: 08:30-17:00; Пт: 08:30-17:00,+03:00,,,,,,,,,,,,,,,,,,,,,59.981745,30.31458,https://2gis.com/firm/70000001069271946
Кафе,,Кафе,"улица Благодатная, 69 к1 лит В",2 этаж,196105,Гагаринское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00,+03:00,,,,,,,,,,,,,,,,,,,,,59.876968,30.345297,https://2gis.com/firm/70000001076499486
Double bubble tea,кафе,Кофейни,"Пулковское шоссе, 25 к1",2 этаж,196240,Пулковский меридиан,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.9,10,89811996683,,,doublebubble.spb@yandex.ru,,http://dbtea.ru,,,,https://vk.com/doublebubbletea,https://wa.me/79112884477,,,,,,,,59.820894,30.315568,https://2gis.com/firm/70000001078805175
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кондитерские изделия; Кофейни; Пекарни,"проспект Науки, 12",1 этаж,195257,Академическое,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.0,4,88125561855,,,,,http://sever-metropol.ru,,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,60.014785,30.392363,https://2gis.com/firm/5348552838577646
Jakov la patisserie,пекарня,Пекарни; Кафе-кондитерские,"Академика Павлова, 8 к1",1 этаж,197022,Аптекарский остров,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.4,10,89818530838,88126770346,,,,http://jakovspb.ru,,,,,,,,,,,,,59.977269,30.314865,https://2gis.com/firm/70000001032754830
Кафе,,Кафе,"Автовская, 35 лит А",2 этаж,198188,Автово,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-04:00; Вт: 10:00-04:00; Ср: 10:00-04:00; Чт: 10:00-04:00; Пт: 10:00-04:00; Сб: 10:00-04:00; Вс: 10:00-04:00 (до последнего гостя: пн-вс),+03:00,1.5,2,,,,,,,,,,,,,,,,,,,59.877202,30.279041,https://2gis.com/firm/5348552839865913
Плов центр,кафе,Кафе,"улица Благодатная, 63/8",1 этаж,196105,Гагаринское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,1.3,6,89211822016,,,,,,,,,,,,,,,,,,59.87587,30.33705,https://2gis.com/firm/70000001076500840
Vладони,бистро,Безалкогольные напитки; Доставка готовых блюд; Кофейни; Продажа кофе; Продукты быстрого приготовления,,,199004,Муниципальный округ №7,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-22:00; Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-22:00; Вс: 12:00-22:00,+03:00,3.5,17,89118473704,,,,,,,,,,https://wa.me/79118473704,,,,,,,,59.943208,30.29128,https://2gis.com/firm/70000001055685277
Сказка cafe & restaurant,,Кафе; Рестораны; Доставка готовых блюд; Банкетные залы,"Приозерское шоссе, 23Б",,188653,,,,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,3.9,19,88129979766,,,,,http://skazkarest.ru,,,,https://vk.com/skazkarestru,https://wa.me/78129979766,,,,,https://t.me/skazkarest_bot,,,60.136187,30.257984,https://2gis.com/firm/5348553838775712
Кафе-шашлычная,,Кафе; Пекарни,"улица Благодатная, 63/11",1 этаж,196105,Гагаринское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.4,7,,,,,,,,,,,,,,,,,,,59.875607,30.336767,https://2gis.com/firm/70000001036292738
Хлебная Лавка,экопекарня,Пекарни; Кондитерские изделия; Кафе-кондитерские; Кофейни,"бульвар Александра Грина, 3 ст1",1 этаж,199225,Морской,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.2,5,,,,,,,,,,,,,,,,,,,59.936633,30.201725,https://2gis.com/firm/70000001056292638
Кофешенская,кофейня,Кофейни; Кондитерские изделия,"Лермонтовский проспект, 35",1 этаж,190068,Коломна,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-20:00; Вт: 08:30-20:00; Ср: 08:30-20:00; Чт: 08:30-20:00; Пт: 08:30-20:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+03:00,4.4,39,89633299904,,,,,,,,,https://vk.com/club212892988,https://wa.me/79633299904,,,viber://chat/?number=79633299904,,https://t.me/kofeshenskaya,,,59.917993,30.296362,https://2gis.com/firm/70000001055946279
Все дома,булочная,Пекарни; Кондитерские изделия; Кофейни,"Пулковское шоссе, 40 к2 лит А",1 этаж,196158,Звездное,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:30-22:00; Вт: 07:30-22:00; Ср: 07:30-22:00; Чт: 07:30-22:00; Пт: 07:30-22:00; Сб: 07:30-22:00; Вс: 07:30-22:00,+03:00,4.3,70,88123250504 (доп.702),,,,,http://vsedoma-family.ru,,,,https://vk.com/vsedoma.family,https://wa.me/79216553409,,,,,https://t.me/+79216553409,,,59.819546,30.327147,https://2gis.com/firm/70000001034994010
Чудо плов,кафе,Кафе,"Фучика, 12 к3 лит З",,192102,Волковское,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,4.0,4,89210976420,89523971296,,,,,,,,,https://wa.me/79210976420,https://wa.me/79523971296,,,,,,,59.883744,30.383708,https://2gis.com/firm/70000001048086644
Кафе узбекской кухни,,Кафе,"проспект Энергетиков, 59а к11",1 этаж,195253,Полюстрово,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (санитарный день: первое вс месяца),+03:00,3.4,18,89117405527,,,,,,,,,,,,,,,,,,59.973995,30.440124,https://2gis.com/firm/70000001019692251
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кондитерские изделия; Мороженое; Пекарни; Кофейни,"Гражданский проспект, 121",1 этаж,195299,Муниципальный округ №21,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.2,17,88123630377,,,,,http://sever-metropol.ru,,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,60.03557,30.421821,https://2gis.com/firm/70000001060007770
