Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL
Меридиан,ресторан,Рестораны; Банкетные залы,"Полевая, 21",,188681,,,,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 11:00-24:00,+03:00,4.5,2,89119977070,,,,,http://rest-meridian.ru,,,,,https://wa.me/79119977070,,,,,,,,,59.846403,30.515668,https://2gis.com/firm/70000001076265442
SunPark grill bar,ресторан,Рестораны,"Никольская, 9",1 этаж,194356,Шувалово-Озерки,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.6,32,89117144012,,,,,http://sunparkspb.ru,,,,https://vk.com/sunparkspb,https://wa.me/79119262650,https://wa.me/79117144012,,,,,,,,60.044289,30.304056,https://2gis.com/firm/5348552841083872
Хватай руками,ресторан грузинской кухни,Рестораны,"проспект Патриотов, 34",1-2 этаж,198322,Южно-Приморский,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 11:00-22:00,+03:00,5.0,2,89214441613,,,,,http://www.hvatayrukami.ru,,,,,https://wa.me/79214441613,,,,,https://t.me/hvatairukami,,,,59.860958,30.14484,https://2gis.com/firm/70000001076541835
Ман Гурман,,Рестораны,"Вишерская, 2 ст1",1 этаж,196624,Шушары пос.,Пушкинский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 13:00-02:00; Вс: 13:00-02:00,+03:00,5.0,9,89006247676,,,,,,,,,https://vk.com/man_gurman,https://wa.me/79006247676,,,,,,,,,59.81322,30.371088,https://2gis.com/firm/70000001066602370
На Высоте,ресторан,Рестораны; Кафе,"Витебский проспект, 101 к1",2 этаж,196233,Гагаринское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,,,89213330016,,,,,http://89213330016.ru,,,,https://vk.com/restik101,https://wa.me/79213330016,,,,,,,,,59.829552,30.373117,https://2gis.com/firm/70000001075197429
Невская жемчужина,служба доставки,Доставка готовых блюд,"проспект Обуховской Обороны, 26",1 этаж,192019,Невская застава,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,,,89602554000,,,,,http://svgroup-spb.ru,,,,https://vk.com/nzh.restoran,https://wa.me/79602554000,,,,,,,,,59.908583,30.414913,https://2gis.com/firm/70000001063760528
Марани,ресторан грузинской кухни,Рестораны; Банкетные залы; Доставка готовых блюд,"Валдайская, 1 ст1",цокольный этаж,196624,Шушары пос.,Пушкинский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.7,18,89522711333,,,,,,,,,https://vk.com/public196073436,,,,,,,,,,59.803585,30.382509,https://2gis.com/firm/70000001049586389
Вацлав замок,ресторан,Кафе; Доставка готовых блюд,"Рашетова, 3",1 этаж,194017,Светлановское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 12:00-23:00,+03:00,3.6,24,88125533453,89062749955,,,,http://vaclav-spb.ru,,,,https://vk.com/vaclavbeerbar,https://wa.me/79062749955,,,,,,,,,60.020818,30.322226,https://2gis.com/firm/5348552838612506
Bona Capona,итальянский ресторан,Рестораны; Доставка готовых блюд,"Пулковское шоссе, 60 к1 ст15",1 этаж,196140,Шушары пос.,Пушкинский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.5,16,89319761076,,,,,http://www.bona-capona.ru,,,,https://vk.com/bonacapona,,,,,,,,,,59.791978,30.333311,https://2gis.com/firm/70000001058794294
Банкетный Мир у Озера,ресторан,Банкетные залы; Рестораны; Организация и проведение праздников,"Ленинградское шоссе, 81Б",,188652,,,,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 12:00-22:00; Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-22:00; Сб: 12:00-22:00; Вс: 12:00-22:00,+03:00,4.8,38,88124080408,,,,,http://miruozera.ru,,,,https://vk.com/miruozera,,,,viber://chat/?number=79310002274,,https://t.me/mir_uozera,,,,60.110308,30.29979,https://2gis.com/firm/70000001027531017
Мимино,ресторан,Рестораны,"Конюшенная, 39",1 этаж,196601,Пушкин г.,Пушкинский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-23:00,+03:00,4.2,73,88126789893,,,,,http://restoranmimino.ru,,,,https://vk.com/mimino39,,,,,,,,,,59.721394,30.416341,https://2gis.com/firm/70000001027833980
Ачарули,ресторан,Рестораны; Доставка готовых блюд,"Оранжерейная, 12",1 этаж,196601,Пушкин г.,Пушкинский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.3,159,89119250797,,,,,http://acharuli.ru,,,,https://vk.com/acharuli.rest,https://wa.me/79119250797,,,,,,,,,59.717578,30.405932,https://2gis.com/firm/70000001044398973
Хюгге,ресторан,Рестораны; Банкетные залы; Кафе,"Выборгское шоссе, 156 к5",слева от ресепшена,194356,Шувалово-Озерки,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-13:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,4.9,6,89810042235,,,,,http://hyggenaozere.ru,,,,https://vk.com/hyggenaozere,https://wa.me/79810042235,,,,,,,,https://youtube.com/@user-kv8lu3qg5n,60.060088,30.300298,https://2gis.com/firm/70000001069042123
New burger,ресторан,Быстрое питание,"Лиговский проспект, 30",5 этаж,191040,Лиговка-Ямская,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,2.2,64,,,,,,,,,,,,,,,,,,,,59.927876,30.360309,https://2gis.com/firm/70000001039920898
Евразия,рестораны японской и европейской кухни,Суши-бары; Рестораны; Доставка готовых блюд; Бары,"Шереметьевская, 13 лит А",1 этаж,196210,Пулковский меридиан,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+03:00,4.5,80,88129812762,,,resto@evrasiaspb.ru,,http://evrasia.spb.ru/?utm_source=pinbox&utm_medium=cpc&utm_campaign=geo,,,,https://vk.com/evrasiaspb,,,,,,https://t.me/evrasiapiter,,,,59.80692,30.320996,https://2gis.com/firm/5348552838746699
Krestovsky restaurant,,Рестораны,"Северная дорога, 12д",1 этаж,197110,Чкаловское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-01:00; Вт: 11:00-01:00; Ср: 11:00-01:00; Чт: 11:00-01:00; Пт: 11:00-01:00; Сб: 11:00-01:00; Вс: 11:00-01:00,+03:00,3.7,3,,,,,,,,,,https://vk.com/club214719016,,,,,,,,,,59.97346,30.226531,https://2gis.com/firm/70000001062520173
Miris,ресторан,Рестораны,"Всеволода Вишневского, 1а",,197136,Аптекарский остров,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,,,89811698992,,,,,http://miris-hotel.ru,,,,,https://wa.me/79811698992,,,,,,,,,59.966245,30.30444,https://2gis.com/firm/70000001078610201
Cum grano salis,ресторан,Рестораны,"Александра Блока, 8 лит А",1 этаж,190121,Коломна,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:30-22:00; Вт: 07:30-22:00; Ср: 07:30-22:00; Чт: 07:30-22:00; Пт: 07:30-22:00; Сб: 08:30-22:00; Вс: 08:30-22:00,+03:00,5.0,1,88126446080,,,,,http://admhotel.ru,,,,https://vk.com/78admiralteyskaya,,,,,,,,,,59.924096,30.277896,https://2gis.com/firm/70000001026555798
Лето,кулинария,Кулинарии; Кафе,"проспект Просвещения, 80 к3 лит А",1 этаж,195267,Прометей,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-22:30; Вт: 11:00-22:30; Ср: 11:00-22:30; Чт: 11:00-22:30; Пт: 11:00-22:30; Сб: 11:00-22:30; Вс: 11:00-22:30,+03:00,5.0,5,88123184636 (служба бронирования),,,,,http://letospb.ru,,,,,,,,,,,,,,60.038378,30.408223,https://2gis.com/firm/70000001045416113
Бабушкин Тандыр,ресторан,Кафе; Доставка готовых блюд,"проспект Металлистов, 88",1 этаж,195221,Финляндский,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.6,33,,,,,,,,,,,,,,,,,,,,59.968639,30.408809,https://2gis.com/firm/70000001053417530
Пар Для Пар,ресторан,Рестораны,"1-я Никитинская улица, 13",,197349,Коломяги,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,,,89819820000,,,,,http://www.par4par.ru,,,,,https://wa.me/79819820000,,,,,,,,,60.016812,30.292654,https://2gis.com/firm/70000001064899295
Русская рыбалка,ресторан,Рестораны; Доставка готовых блюд,"Приморское шоссе, 452а",,197733,Комарово пос.,Курортный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,4.1,79,89602838055,88126405232,,,,http://www.russian-fishing.ru,,,,,,,,,,,,,,60.170734,29.813052,https://2gis.com/firm/5348552838485584
Men`k kings,ресторан,Рестораны; Банкетные залы,"шоссе Революции, 86 к2",2 этаж,195248,Ржевка,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00 (до последнего клиента),+03:00,,,88123136282,88123854004,,,,http://menkgroup.ru,,,,,,,,,,,,,,59.961942,30.456335,https://2gis.com/firm/5348553838518248
AzianA,ресторан японской и китайской кухни,Доставка готовых блюд; Рестораны; Суши-бары,"улица Купчинская, 34 к1",1 этаж,192283,Балканский,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.0,59,89215977577,89626856933,,,,http://www.azianacafe.ru,,,,https://vk.com/aziana.cafe,https://wa.me/79291159036,,,,,,,,,59.826895,30.398696,https://2gis.com/firm/5348553838817415
Кентукки grill food,ресторан,Доставка готовых блюд; Быстрое питание,,1 этаж,196158,Гагаринское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00 (автокафе: пн-вс круглосуточно),+03:00,4.5,39,89213560202,,,,,,,,,,,,,,,,,,,59.832243,30.366165,https://2gis.com/firm/70000001046437746
Diamond club,ресторан,Рестораны,"Футбольная аллея, 1 ст1",,197110,Чкаловское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,,+03:00,,,88122443333,,,,,,,,,,,,,,,,,,,59.972861,30.223078,https://2gis.com/firm/70000001067419680
Ciao,итальянское бистро,Рестораны,"Ординарная, 19",1 этаж,197022,Аптекарский остров,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,,+03:00,,,,,,,,,,,,,,,,,,,,,,59.967484,30.306141,https://2gis.com/firm/70000001080888574
Статус,ресторан,Рестораны; Доставка готовых блюд,"Новорощинская, 4",1 этаж,196006,Московская застава,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00,+03:00,1.5,4,88126767717,,,,,http://www.restoran-status.ru,,,,,,,,,,,,,,59.88435,30.326831,https://2gis.com/firm/5348553838644509
Марипоса,ресторан,Рестораны,"Невский проспект, 81",,191040,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,,+03:00,,,,,,,,,,,,https://vk.com/mariposa81,,,,,,,,,,59.930821,30.359169,https://2gis.com/firm/70000001080523925
