Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,Telegram 3,YouTube,Skype,Широта,Долгота,2GIS URL
Муссон,универсам,Супермаркеты,"Богатырский проспект, 60 к1",20-Н помещение; 1 этаж,197082,Муниципальный округ №65,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.0,2,89319797913,,,,,,,,,,https://wa.me/79319797913,,,,,,,,,,60.006852,30.205906,https://2gis.com/firm/70000001007121224
Vapar Shop,магазин,Электронные сигареты; Пункты приёма,"Академика Павлова, 5",1 этаж,197022,Аптекарский остров,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,8,89313411703 (магазин),,,hello@vaparshop.ru,,,,,,,,,,,,,,,,,59.977439,30.3178,https://2gis.com/firm/70000001055667323
Светофор,магазин низких цен,Супермаркеты,"Заречная, 17",,198323,,Красносельский район,Санкт-Петербург,Ломоносовский муниципальный район,Санкт-Петербург,Россия,,+03:00,3.9,5,,,,,,http://svetoforspb.ru,,,,,,,,,,,,,,,59.774703,30.147283,https://2gis.com/firm/70000001060871089
Удобный,универсам,Супермаркеты,"улица Варшавская, 19 к2",цокольный этаж,196128,Новоизмайловское,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,1.5,4,,,,,,,,,,,,,,,,,,,,,59.872921,30.312958,https://2gis.com/firm/70000001017573166
Градусы,магазин,Алкогольные напитки; Супермаркеты,"Белышева, 5/6",1 этаж,193313,Невский,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,,,88126776384 (доп.5340),,,,,http://gradusi.net,,,,https://vk.com/gradusimarket,,,,,,,,,,,59.908642,30.456629,https://2gis.com/firm/70000001080416085
Винлаб,супермаркет напитков,Алкогольные напитки; Супермаркеты,"Новая, 13 лит А",1 этаж,188669,Центральный м-н,,Мурино,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,,,89692106296,,,,,http://winelab.ru,,,,https://vk.com/winelabru,,,,,,https://t.me/winelab_ru,,,,,60.038591,30.453845,https://2gis.com/firm/70000001069255143
Calvin Klein Outlet,магазин,Джинсовая одежда; Женская одежда; Мужская одежда; Сумки / Кожгалантерея; Нижнее бельё,"Пулковское шоссе, 60 к1 лит Ж",91 помещение; 1 этаж,196140,Шушары пос.,Пушкинский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,1.0,4,88123842451,,,,,http://explore.calvinklein.com,,,,,,,,,,,,,https://youtube.com/calvinklein,,59.793212,30.331915,https://2gis.com/firm/70000001021628514
Ароматный мир,винный супермаркет,Алкогольные напитки; Супермаркеты,"улица Коллонтай, 24 к2",1 этаж,193231,Правобережный,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,2.3,3,"88123216060 (доп.5307, многоканальный)",,,,,http://amwine.ru,,,https://twitter.com/amwineru,https://vk.com/amwineru,,,,,,https://t.me/amwineru,,,,,59.921859,30.476391,https://2gis.com/firm/70000001049134461
Ароматный мир,винный супермаркет,Алкогольные напитки; Супермаркеты,"проспект Кузнецова, 11 к2",7-Н помещение; 1 этаж,198332,Южно-Приморский,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.8,4,"88123216060 (доп.5068, многоканальный)",,,,,http://amwine.ru,,,https://twitter.com/amwineru,https://vk.com/amwineru,,,,,,https://t.me/amwineru,,,,,59.862303,30.189828,https://2gis.com/firm/70000001006528575
Таллинский,универсам,Супермаркеты,"проспект Ветеранов, 89",1 этаж,198260,Ульянка,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,2.8,13,88127501601,,,,,,,,,,,,,,,,,,,,59.834354,30.213982,https://2gis.com/firm/70000001020457073
Гурман,продуктовый магазин,Супермаркеты,"Плесецкая, 10 ст1",1 этаж,197373,Юнтолово,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,5.0,2,89650303003,89626842542,,,,,,,,,https://wa.me/79626842542,,,,,,,,,,60.035351,30.211162,https://2gis.com/firm/70000001065580259
Светофор,магазин низких цен,Супермаркеты,"Садовая, 47 к3",,188505,,,,Ломоносовский муниципальный район,Ленинградская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.2,18,,,,,,http://svetoforspb.ru,,,,https://vk.com/svetoforannino,,,,,,,,,,,59.77667,30.049478,https://2gis.com/firm/70000001046359876
Дикси,супермаркет,Супермаркеты; Доставка продуктов / хозтоваров,"улица Маршала Захарова, 20",1 этаж,198328,Южно-Приморский,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,2.8,10,88001011001,,,dixy@dixy.ru,,http://www.dixy.ru,,,,https://vk.com/dixyclub,,,,,,https://t.me/dixy_russia,,,https://youtube.com/user/DixyChannel,,59.857974,30.180259,https://2gis.com/firm/5348552839840249
Магнит,супермаркет,Супермаркеты,"Ланское шоссе, 23",,197342,Ланское,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,,,88002009002 (горячая линия: круглосуточно),,,info@magnit.ru,,http://magnit.ru,,,,https://vk.com/magnitretail,,,,,,https://t.me/magnitnews,https://t.me/Magnit_official_Bot,https://t.me/magnit_retail,https://youtube.com/channel/UCoWX1GhHlSJGwKpCEJitsoA,,59.991616,30.308714,https://2gis.com/firm/70000001079219584
Продукты Вологды,,Продуктовые магазины,"Софьи Ковалевской, 1 к1",1 этаж,195252,Гражданка,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,1.0,4,,,,,,,,,,,,,,,,,,,,,60.011315,30.409983,https://2gis.com/firm/70000001020440436
Ароматный мир,винный супермаркет,Алкогольные напитки; Супермаркеты,"Пулковская, 10 к1",1 этаж,196142,Звездное,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,3,"88123216060 (доп.5061, многоканальный)",,,,,http://amwine.ru,,,https://twitter.com/amwineru,https://vk.com/amwineru,,,,,,https://t.me/amwineru,,,,,59.835666,30.350981,https://2gis.com/firm/70000001007130567
Невский художник,магазин,Художественные товары; Канцелярские товары / Учебные принадлежности; Копировальные услуги; Иконописные мастерские,"Невский проспект, 173",цокольный этаж,191167,Лиговка-Ямская,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00,+03:00,3.8,5,89111325051,89117269622,,,,,,,,https://vk.com/nevsky_art,https://wa.me/79111325051,https://wa.me/79117269622,,,,,,,,,59.92424,30.38291,https://2gis.com/firm/70000001044318615
Jeans Dean,магазин,Джинсовая одежда; Мужская одежда; Женская одежда,"улица Васи Алексеева, 6",,198188,Автово,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,,,88123191120,,,,,http://jeansdean.ru,,,,,,,,,,,,,,,59.879679,30.264996,https://2gis.com/firm/70000001076586114
Мини-маркет,,Супермаркеты,"Туристская улица, 23 к5",1 этаж,197082,Муниципальный округ №65,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,5.0,2,,,,,,,,,,,,,,,,,,,,,60.004723,30.213627,https://2gis.com/firm/70000001041202459
Фасоль,супермаркет,Супермаркеты,"улица Сердобольская, 57/26",2Н помещение; цокольный этаж,197342,Ланское,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.0,4,88007001077 (единая справочная: пн-вс 9:00-23:00),,,,,http://myfasol.ru,,,,,,,,,,,,,,,59.98765,30.313777,https://2gis.com/firm/70000001052564079
Магазин продуктов,,Продуктовые магазины,"проспект Королёва, 19",цокольный этаж,197341,Комендантский аэродром,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,1.0,5,,,,,,,,,,,,,,,,,,,,,60.012691,30.284746,https://2gis.com/firm/70000001053388900
Пятёрочка,супермаркет,Супермаркеты,"улица Доблести, 9",1 этаж,198332,Южно-Приморский,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,2.7,6,88005555505 (горячая линия: круглосуточно),88007700400 (горячая линия по подбору персонала: круглосуточно),,info@pyaterochka.ru,vopros@5ka.ru,http://promo.5ka.ru?utm_source=2GIS&utm_medium=Display&utm_campaign=5ka_Promo_oct'23&utm_content=Geocontext&utm_term=RF,,,https://twitter.com/pyaterochka,https://vk.com/club19098821,,,,,,https://t.me/ks5_bot,,,https://youtube.com/channel/UC42Djx5cN5-A9b15lDGgVPw,,59.863226,30.179774,https://2gis.com/firm/70000001067199037
Дикси,супермаркет,Супермаркеты; Доставка продуктов / хозтоваров,"улица Краснопутиловская, 20",1 этаж,198152,Автово,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,1.0,2,88001011001,,,dixy@dixy.ru,,http://www.dixy.ru,,,,https://vk.com/dixyclub,,,,,,https://t.me/dixy_russia,,,https://youtube.com/user/DixyChannel,,59.871441,30.26791,https://2gis.com/firm/70000001021503993
Белорусский дворик,продуктовый магазин,Продуктовые магазины,"бульвар Менделеева, 10",1 этаж,188677,Западный м-н,,Мурино,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,1.5,8,88129240672 (единая справочная: пн-вс 9:00-18:00),88129292299 (служба доставки: пн-пт 9:00-18:00),,,,http://belorusdvorik.ru,http://beldvorik.ru,,,https://vk.com/belorusdvorik,,,,,,https://t.me/belorusski_dvorik,,,,,60.052896,30.431165,https://2gis.com/firm/70000001036249164
Мини-маркет,,Супермаркеты,"Мебельная улица, 47 к1",1 этаж,197345,Муниципальный округ №65,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,5.0,2,,,,,,,,,,,,,,,,,,,,,59.994357,30.196781,https://2gis.com/firm/70000001026851733
