Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL
Все дома,булочная,Пекарни; Кондитерские изделия; Кофейни,"улица Ленсовета, 95",1 этаж,196158,Звездное,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:30-22:00; Вт: 07:30-22:00; Ср: 07:30-22:00; Чт: 07:30-22:00; Пт: 07:30-22:00; Сб: 07:30-22:00; Вс: 07:30-22:00,+03:00,4.2,20,88123250504 (единый номер),,,,,http://vsedoma-family.ru,,,https://vk.com/vsedoma.family,https://wa.me/79216553409,,,,,https://t.me/+79216553409,,,59.833095,30.346813,https://2gis.com/firm/70000001051994322
Зеленый домик,кафе-магазин,Кофейни; Доставка готовых блюд; Продажа чая; Пекарни; Кондитерские изделия,"Русановская улица, 19 к1 лит А",1 этаж,193149,Народный,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.0,21,89218950007,,,,,,,,,https://wa.me/79218950007,,,,,https://t.me/+79218950007,,,59.864555,30.512532,https://2gis.com/firm/70000001042886469
One Price Coffee,экспресс-кофейня,Кофейни,"улица Бабушкина, 69д",1 этаж,192171,Ивановский,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-22:00; Вт: 07:00-22:00; Ср: 07:00-22:00; Чт: 07:00-22:00; Пт: 07:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.0,99,84950153150 (единая справочная: пн-вс 9:00-21:00),,,,,http://onepricecoffee.com,,,https://vk.com/onepricecoffee60,,,,,,https://t.me/opc_2022,,,59.877126,30.442662,https://2gis.com/firm/70000001040191890
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Пекарни,"Звёздная, 8",1 этаж,196142,Звездное,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.6,12,88126034190 (интернет-магазин),,,,,http://sever-metropol.ru,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,59.833884,30.349236,https://2gis.com/firm/70000001036965672
Mokoko,авторская кофейня,Кофейни; Продажа кофе,"Пулковское шоссе, 14 ст6",2 этаж,196158,Звездное,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.9,17,89811094077,,,,,http://mokoko.ru,,,https://vk.com/mokoko,https://wa.me/79006444781,,,,,https://t.me/mokokocoffee,,,59.831379,30.330338,https://2gis.com/firm/70000001068164282
Ам!,пекарня,Кондитерские изделия; Кофейни,"площадь Стачек, 1 к1",цокольный этаж; 8-9 модуль,198095,Нарвский,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-21:00; Вт: 07:00-21:00; Ср: 07:00-21:00; Чт: 07:00-21:00; Пт: 07:00-21:00; Сб: 07:00-21:00; Вс: 07:00-21:00,+03:00,4.7,4,88123000707 (единая справочная: пн-пт 9:00-17:00),89217815202 (единый номер: пн-пт 9:00-17:00),,,,http://am.cafe,,,https://vk.com/am.cafe,https://wa.me/79213359278,,,,,https://t.me/ampekarni,,,59.900698,30.274651,https://2gis.com/firm/70000001024540035
Cats on trees,пекарня,Кофейни; Пекарни; Кондитерские изделия; Продажа кофе; Продажа чая,"Новоколомяжский проспект, 11",62 помещение; 1 этаж,197375,Коломяги,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.8,19,89531433011,,,,,,,,,https://wa.me/79531433011,,,,,,,,60.029413,30.294008,https://2gis.com/firm/70000001025857078
Кофейня,,Кофейни,"проспект Шаумяна, 4 к1 лит А",1 этаж; бизнес-центр Аврора-Сити,195027,Большая Охта,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-17:00; Вт: 08:00-17:00; Ср: 08:00-17:00; Чт: 08:00-17:00; Пт: 08:00-17:00,+03:00,,,,,,,,,,,,,,,,,,,,59.93888,30.415298,https://2gis.com/firm/70000001065551182
ТеплоКофе,кофейня,Кофейни,"Вилькицкий бульвар, 7 ст1",,199225,Морской,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,4.0,5,89312419686,,,,,,,,https://vk.com/club221043113,https://wa.me/79312419686,,,,,,,,59.939348,30.196899,https://2gis.com/firm/70000001076113612
One Price Coffee,экспресс-кофейня,Кофейни,"улица Одоевского, 33",,199155,Остров Декабристов,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:30-22:00; Вт: 07:30-22:00; Ср: 07:30-22:00; Чт: 07:30-22:00; Пт: 07:30-22:00; Сб: 07:30-22:00; Вс: 07:30-22:00,+03:00,,,84950153150 (единая справочная: пн-вс 9:00-21:00),,,,,http://onepricecoffee.com,,,https://vk.com/onepricecoffee60,,,,,,https://t.me/opc_2022,,,59.948607,30.232759,https://2gis.com/firm/70000001078942215
Ам!,пекарня,Кофейни; Хлебобулочные изделия,"Лесной проспект, 63Б",цокольный этаж,194100,Сампсониевское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-21:00; Вт: 07:00-21:00; Ср: 07:00-21:00; Чт: 07:00-21:00; Пт: 07:00-21:00; Сб: 07:00-21:00; Вс: 07:00-21:00,+03:00,5.0,1,88123000707 (единая справочная: пн-пт 9:00-17:00),89217815202 (единый номер: пн-пт 9:00-17:00),,,,http://am.cafe,,,https://vk.com/am.cafe,https://wa.me/79213359278,,,,,https://t.me/ampekarni,,,59.985408,30.342249,https://2gis.com/firm/70000001044734817
Cat in cup,кофейня,Кофейни,"Лесной проспект, 63Б",цокольный этаж,194100,Сампсониевское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-17:00; Вт: 07:00-17:00; Ср: 07:00-17:00; Чт: 07:00-17:00; Пт: 07:00-17:00; Сб: 08:00-12:00,+03:00,5.0,5,89650050067,,,,,,,,https://vk.com/coffee_in_cup,,,,,,,,,59.985408,30.342249,https://2gis.com/firm/70000001038074020
Etlon coffee,сеть кофе-баров,Кофейни,"Ленинградская, 7 к1",1 этаж,188691,,,Кудрово,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.7,14,89992367777 (единая справочная: пн-вс 10:00-22:00),,,admin@etloncoffee.ru,,http://etlon.ru,,,https://vk.com/etloncoffee,https://wa.me/79992367777,,,viber://chat/?number=79992367777,,https://t.me/etloncoffee,,https://youtube.com/channel/UC3jxN8ac9WTKn6pY6oXF0FQ,59.914179,30.513661,https://2gis.com/firm/70000001061728368
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Пекарни,"Ленинградская, 3",1 этаж,188691,,,Кудрово,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,1.6,10,88123024150,,,,,http://sever-metropol.ru,,,https://vk.com/sever.metropol,,,,,,https://t.me/severmetropol,,,59.913093,30.507797,https://2gis.com/firm/70000001042663858
Baggins Coffee,кофейня,Кондитерские изделия; Кофейни; Продажа кофе,"Ворошилова, 2 лит А",,193318,Правобережный,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 09:00-16:00,+03:00,5.0,6,88006007015 (единая справочная: пн-вс 10:00-19:00),,,info@bagginscoffee.ru,maps@bagginscoffee.ru,http://bagginscoffee.com,,,https://vk.com/bagginscoffee,,,,,,https://t.me/bagginscoffee_bot,https://t.me/BagginsCoffee,https://youtube.com/channel/UCBVX0L_WSz9Wr3mF8xcCXyw,59.922499,30.440606,https://2gis.com/firm/70000001035052056
Кафе-кондитерская,г. Санкт-Петербург,Кафе-кондитерские; Кондитерские изделия; Мороженое; Пекарни; Кофейни,"Белы Куна, 6 к1",1 этаж,192242,Волковское,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.6,10,88123024148,,,,,http://t.me/severmetropol,,,,,,,,,,,,59.870907,30.377866,https://2gis.com/firm/70000001053425225
Coffeers,кофейня,Кофейни,"улица Коллонтай, 31 к2",1 этаж,193312,Оккервиль,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,"Пн: 08:00-15:30, 16:00-21:00; Вт: 08:00-15:30, 16:00-21:00; Ср: 08:00-15:30, 16:00-21:00; Чт: 08:00-15:30, 16:00-21:00; Пт: 08:00-15:30, 16:00-21:00; Сб: 09:00-15:30, 16:00-21:00; Вс: 09:00-15:30, 16:00-21:00",+03:00,4.3,7,89992388525,,,,,http://coffeers.one,,,https://vk.com/coffeers_co,,,,,,,,,59.92243,30.484165,https://2gis.com/firm/70000001063815953
Север-Метрополь,кафе-кондитерская,Кафе-кондитерские; Кофейни; Кондитерские изделия; Пекарни,"Брянцева, 20 к1",1 этаж,195297,Прометей,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.2,6,88124585646,,,,,http://sever-metropol.ru,,,https://vk.com/sever.metropol,https://wa.me/79500120388,,,,,https://t.me/severmetropol,,,60.038792,30.405856,https://2gis.com/firm/70000001033121306
Кроличья нора,кофейня,Кофейни,"Богатырский проспект, 55 к1",1 этаж,197082,Муниципальный округ №65,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,5.0,4,89523882159,,,,,http://t.me/coffeetute,,,https://vk.com/rabbithole_coffee,https://wa.me/79523882159,,,,,,,,60.007081,30.214095,https://2gis.com/firm/70000001080016025
Сёстры,булочная,Пекарни; Кофейни; Кондитерские изделия; Кафе-кондитерские,"проспект Художников, 27 к1",1 этаж,194295,Муниципальный округ №15,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,3.4,11,88127757785 (единый номер: пн-вс 9:00-21:00),,,,,http://tseh85.ru,,,https://vk.com/tseh85,,,,,,https://t.me/tseh85bakery,,,60.043413,30.350419,https://2gis.com/firm/70000001040232919
Baggins Coffee,кофейня,Кофейни; Продажа кофе; Кондитерские изделия,"Ленинский проспект, 136",1 этаж,198216,Княжево,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.0,20,88006007015 (единая справочная: пн-вс 10:00-19:00),,,info@bagginscoffee.ru,maps@bagginscoffee.ru,http://bagginscoffee.com,,,https://vk.com/bagginscoffee,,,,,,https://t.me/bagginscoffee_bot,https://t.me/BagginsCoffee,https://youtube.com/channel/UCBVX0L_WSz9Wr3mF8xcCXyw,59.852378,30.276799,https://2gis.com/firm/70000001046784832
Хлебник,пекарня,Пекарни; Кафе; Кофейни,"Сиреневый бульвар, 18",,194352,Муниципальный округ №15,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.7,3,89213030100,,,,,http://xleb.ru,,,https://vk.com/xlebnikspb,,,,,,https://t.me/xlebnik_bakery,,https://youtube.com/channel/UC8xBZvdg8ksAh39N-PP95Gg,60.05215,30.363063,https://2gis.com/firm/70000001078996623
Raven&Owl,,Кофейни; Продажа кофе; Кондитерские изделия,"улица Парашютная, 38 к1",1 этаж; вход через мини-маркет Форпост,197371,Юнтолово,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:30-20:00; Вт: 07:30-20:00; Ср: 07:30-20:00; Чт: 07:30-20:00; Пт: 07:30-20:00; Сб: 07:30-20:00; Вс: 07:30-20:00,+03:00,5.0,5,89103101791,,,,,http://t.me/ravenandowl,,,https://vk.com/ravenando,https://wa.me/79103101791,,,,,,,,60.028198,30.253429,https://2gis.com/firm/70000001077409521
Петергофские пекарни,кафе-пекарня,Пекарни; Кафе-кондитерские; Кофейни,"Ириновский проспект, 43 ст1",1 этаж,195030,Ржевка,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,3.8,8,89969346702,,,,,http://peterbakery.ru,,,https://vk.com/peterbakery,,,,,,https://t.me/peterbakery,,,59.961459,30.488449,https://2gis.com/firm/70000001065458875
Вкусно — и точка,кафе,Кофейни,"Екатерининская, 22а",1 этаж,188677,Западный м-н,,Мурино,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,4.5,2,,,,,,http://vkusnoitochka.ru,,,https://vk.com/vkusno_itochka,,,,,,https://t.me/vit_russia,,,60.061814,30.439769,https://2gis.com/firm/70000001055428137
